property_id,property_type,bhk,bathrooms,balcony,floor_number,total_floors,area_sqft,property_age,furnished_status,parking_availability,city,area,locality,pincode,hospital_distance_km,school_distance_km,metro_distance_km,mall_distance_km,airport_distance_km,population_density,crime_index,infrastructure_growth_score,price
16605,Independent House,3,2,3.0,13,32,1127,0,Unfurnished,No,Delhi,North,Vasant Kunj,772340,0.9,0.6,10.5,3.1,24.3,9061,51.3,,24049000.0
16606,Villa,3,3,1.0,18,30,1289,1,Semi Furnished,Yes,Chennai,South,Nungambakkam,576016,5.0,0.1,1.7,12.2,24.5,5853,57.7,53.3,26740000.0
16607,Independent House,3,3,0.0,6,33,1158,3,Semi Furnished,Yes,Pune,East,Kothrud,777135,0.8,1.1,1.9,0.6,8.8,6031,42.7,59.0,17637000.0
16608,Apartment,4,3,3.0,29,29,1503,0,Unfurnished,No,Noida,East,Sector 18,995394,4.6,0.8,6.1,6.1,37.7,5115,37.0,47.4,14944000.0
16609,Villa,1,1,2.0,11,27,613,14,Unfurnished,Yes,Delhi,East,Saket,748927,0.5,2.9,7.4,10.2,22.1,10953,70.8,65.3,12061000.0
16610,Penthouse,2,2,2.0,20,20,909,2,Semi Furnished,Yes,Chennai,South,Porur,931966,5.3,1.4,8.0,1.2,40.5,8565,19.0,30.3,20854000.0
16611,Apartment,2,1,3.0,4,9,984,1,Semi Furnished,Yes,Bangalore,North,Electronic City,542569,1.6,1.5,8.1,15.3,2.9,4045,19.3,52.4,13382000.0
16612,Apartment,2,2,2.0,7,14,1006,0,Fully Furnished,Yes,Chennai,Central,Porur,668707,2.6,1.0,3.2,0.8,44.8,8726,52.6,75.5,11973000.0
16613,Independent House,3,3,1.0,3,10,1143,6,Fully Furnished,No,Delhi,South,Vasant Kunj,449111,2.3,0.3,0.4,1.6,19.7,9352,51.3,83.0,28851000.0
16614,Apartment,3,3,1.0,13,30,1039,1,Fully Furnished,Yes,Mumbai,North,Powai,646288,0.8,0.5,1.0,3.7,8.5,21135,50.6,53.4,32356000.0
16615,Villa,3,4,2.0,2,20,1077,3,Fully Furnished,No,Chennai,Central,Nungambakkam,640244,0.9,0.8,5.6,6.6,26.1,7584,52.7,37.1,17224000.0
16616,Apartment,2,2,1.0,8,15,869,1,Semi Furnished,Yes,Bangalore,Central,Electronic City,969683,3.4,0.2,7.3,1.1,17.8,4490,50.8,11.7,8952000.0
16617,Penthouse,3,2,2.0,21,30,1187,4,Fully Furnished,Yes,Delhi,South,Dwarka,996341,4.8,0.1,2.7,6.8,29.2,10425,54.2,95.0,57043000.0
16618,Plot,2,2,2.0,16,25,838,8,Semi Furnished,No,Bangalore,Central,HSR Layout,889094,1.5,0.4,7.5,5.8,9.9,3297,30.4,56.8,8138000.0
16619,Villa,1,1,2.0,22,22,686,10,Semi Furnished,Yes,Mumbai,West,Powai,583742,0.1,2.6,2.4,4.8,22.1,20824,39.7,,30421000.0
16620,Apartment,3,3,2.0,0,1,1173,6,Semi Furnished,Yes,Noida,West,Sector 62,732385,7.8,0.2,1.2,1.6,18.7,5127,30.0,44.1,11006000.0
16621,Apartment,3,4,1.0,10,37,1113,4,Fully Furnished,Yes,Chennai,East,Porur,553094,0.2,1.5,2.5,6.9,28.2,5529,44.8,54.2,12915000.0
16622,Plot,3,2,1.0,14,27,999,14,Semi Furnished,Yes,Ahmedabad,South,Satellite,641416,2.9,0.5,6.9,6.0,33.4,4404,57.0,82.1,4440000.0
16623,Villa,2,3,1.0,12,15,940,4,Fully Furnished,Yes,Bangalore,North,Indiranagar,734932,5.4,0.8,0.2,4.4,1.2,2529,47.2,44.3,24971000.0
16624,Independent House,4,5,1.0,27,40,1264,4,Fully Furnished,No,Jaipur,Central,Vaishali Nagar,626067,0.6,0.8,1.1,1.3,41.3,6913,69.0,53.5,14709000.0
16625,Apartment,4,5,2.0,0,15,1467,12,Fully Furnished,Yes,Hyderabad,South,HITEC City,331997,3.4,2.7,0.8,6.9,29.3,4289,45.0,33.8,14816000.0
16626,Apartment,3,3,2.0,0,27,1322,4,Fully Furnished,No,Chennai,East,Anna Nagar,918539,0.3,7.1,1.4,1.8,36.0,6692,40.6,74.5,17293000.0
16627,Apartment,5,5,0.0,3,4,1651,1,Semi Furnished,No,Hyderabad,East,Jubilee Hills,356559,2.7,9.6,1.5,3.0,24.1,4170,48.2,25.8,19114000.0
16628,Apartment,2,2,2.0,16,34,858,10,Semi Furnished,Yes,Kolkata,North,Salt Lake,138537,1.3,0.1,2.0,4.8,25.8,25538,53.2,66.0,7862000.0
16629,Independent House,3,3,3.0,23,29,1271,1,Fully Furnished,No,Chennai,East,Nungambakkam,805650,1.1,6.8,1.9,4.0,21.2,5589,63.3,59.5,21715000.0
16630,Independent House,4,4,1.0,3,8,1378,19,Semi Furnished,No,Delhi,South,Vasant Kunj,693939,3.1,0.6,16.2,8.0,43.3,11944,23.5,65.1,21491000.0
16631,Apartment,3,3,1.0,19,27,1171,0,Fully Furnished,Yes,Mumbai,East,Bandra,922350,1.4,0.1,4.3,0.9,23.1,21349,55.1,68.4,36839000.0
16632,Villa,3,3,2.0,2,6,1203,0,Fully Furnished,No,Pune,South,Baner,871816,0.3,0.2,5.3,4.1,18.1,5136,45.9,57.2,18636000.0
16633,Plot,1,1,3.0,22,40,585,5,Fully Furnished,No,Hyderabad,Central,Jubilee Hills,428055,4.4,1.6,12.7,6.7,14.3,3480,39.6,61.4,5568000.0
16634,Villa,2,2,0.0,3,3,1021,7,Fully Furnished,Yes,Mumbai,Central,Worli,426424,3.1,0.4,2.1,7.9,27.3,21391,,43.5,35615000.0
16635,Apartment,2,3,1.0,11,20,990,8,Unfurnished,Yes,Bangalore,Central,Koramangala,658365,0.3,2.8,4.8,2.1,35.8,5041,77.7,53.4,10645000.0
16636,Apartment,3,3,0.0,32,38,1329,1,Fully Furnished,No,Hyderabad,West,HITEC City,434722,4.1,1.2,9.4,1.6,21.3,1856,55.9,46.0,17238000.0
16637,Plot,2,2,1.0,8,27,946,2,Unfurnished,Yes,Ahmedabad,East,Maninagar,241815,0.7,0.1,0.2,1.2,32.5,5337,46.7,77.3,6308000.0
16638,Apartment,1,1,2.0,11,14,623,2,Semi Furnished,Yes,Mumbai,North,Worli,968209,0.7,0.1,,2.6,39.9,20798,38.7,43.1,14573000.0
16639,Plot,3,2,1.0,24,26,1052,1,Unfurnished,Yes,Bangalore,East,Electronic City,222902,1.2,5.6,0.3,2.0,22.7,4957,32.6,68.3,14834000.0
16640,Independent House,3,2,1.0,27,30,1160,3,Unfurnished,No,Ahmedabad,North,Maninagar,674960,1.5,6.0,0.9,0.6,43.7,4845,27.4,63.8,16123000.0
16641,Independent House,3,3,1.0,18,20,1158,0,Unfurnished,No,Pune,West,Hinjewadi,203112,2.2,2.7,,0.6,19.2,7692,58.8,84.9,17825000.0
16642,Penthouse,4,3,2.0,8,13,1501,3,Semi Furnished,No,Delhi,West,Pitampura,107081,0.1,12.0,6.6,11.6,41.6,9335,39.5,47.3,44430000.0
16643,Independent House,3,4,2.0,26,40,1134,2,Semi Furnished,Yes,Jaipur,South,Malviya Nagar,332019,0.1,1.1,0.8,0.3,25.1,6649,63.5,38.8,11339000.0
16644,Apartment,3,4,2.0,9,19,1092,5,Unfurnished,No,Hyderabad,West,Jubilee Hills,727994,0.6,2.0,5.5,1.6,4.4,3343,69.4,65.6,10789000.0
16645,Apartment,3,3,2.0,2,8,1006,1,Semi Furnished,Yes,Hyderabad,Central,Madhapur,406721,5.1,0.8,2.4,9.8,24.7,3670,51.6,80.1,12837000.0
16646,Apartment,1,1,2.0,3,30,642,12,Unfurnished,No,Noida,South,Greater Noida,302492,1.8,0.1,1.9,6.0,35.5,4798,51.6,49.5,4998000.0
16647,Apartment,3,3,3.0,7,13,1093,9,Fully Furnished,Yes,Noida,East,Sector 50,972589,0.6,0.3,0.3,4.2,22.7,4248,20.3,51.0,12451000.0
16648,Apartment,3,3,1.0,8,8,1118,0,Fully Furnished,No,Bangalore,South,Electronic City,888327,0.2,2.6,3.4,0.2,21.3,4802,41.4,39.1,16038000.0
16649,Apartment,3,2,3.0,2,24,1133,0,Unfurnished,Yes,Mumbai,West,Borivali,401649,,0.8,0.5,4.1,36.5,20254,80.6,22.9,24654000.0
16650,Apartment,2,2,1.0,0,10,907,1,Unfurnished,Yes,Bangalore,Central,HSR Layout,721815,0.8,2.9,1.1,3.8,33.3,5737,36.8,80.8,14376000.0
16651,Apartment,2,2,2.0,6,18,827,9,Semi Furnished,No,Mumbai,West,Worli,275515,7.2,0.7,0.1,6.7,41.5,21099,32.8,79.6,23437000.0
16652,Plot,3,3,2.0,21,25,1095,10,Unfurnished,No,Mumbai,East,Powai,444566,0.1,3.8,1.3,2.8,7.2,22298,57.1,41.9,19034000.0
16653,Independent House,2,2,2.0,2,26,1016,1,Semi Furnished,No,Bangalore,Central,Whitefield,772935,1.2,1.5,2.1,14.9,20.3,4865,42.0,77.1,21115000.0
16654,Penthouse,5,5,2.0,1,12,1629,5,Semi Furnished,No,Noida,South,Sector 62,405059,0.5,4.1,1.2,3.5,29.7,5013,74.8,39.8,26909000.0
16655,Apartment,5,6,2.0,17,23,1707,2,Semi Furnished,Yes,Jaipur,West,C-Scheme,194618,9.4,2.3,5.9,1.2,17.3,5984,,58.5,12645000.0
16656,Apartment,3,2,2.0,9,12,1119,18,Unfurnished,Yes,Hyderabad,West,HITEC City,543426,6.1,1.9,4.0,0.9,36.2,2900,67.3,44.1,8711000.0
16657,Apartment,4,4,0.0,28,28,1379,7,Unfurnished,No,Chennai,North,Nungambakkam,757636,6.1,0.6,3.0,8.3,26.1,5857,44.9,56.1,14967000.0
16658,Apartment,3,4,2.0,13,18,1231,4,Fully Furnished,Yes,Mumbai,Central,Worli,433304,0.7,1.2,1.0,13.7,29.9,21762,32.0,34.0,33146000.0
16659,Villa,2,2,1.0,3,5,857,1,Semi Furnished,No,Delhi,North,Pitampura,321583,1.8,1.2,3.9,3.8,31.3,12545,43.4,68.5,24145000.0
16660,Apartment,3,3,1.0,8,10,1219,8,Semi Furnished,Yes,Mumbai,West,Andheri,285067,,2.0,5.5,1.9,2.7,21007,24.3,60.4,28323000.0
16661,Apartment,2,2,1.0,20,34,947,2,Fully Furnished,Yes,Kolkata,North,Behala,697131,2.4,5.3,1.1,0.3,14.8,24008,42.0,68.4,10264000.0
16662,Independent House,3,3,2.0,2,21,1119,35,Unfurnished,No,Mumbai,East,Worli,586928,12.1,2.0,0.3,6.3,27.1,21885,49.4,61.4,27814000.0
16663,Independent House,1,1,2.0,4,4,558,13,Fully Furnished,Yes,Jaipur,West,Mansarovar,561562,,2.7,0.9,5.7,23.7,5596,12.0,71.4,5627000.0
16664,Villa,4,3,3.0,7,13,1462,4,Unfurnished,No,Pune,East,Hinjewadi,155742,0.4,1.3,2.1,1.4,22.9,7055,79.5,69.8,22515000.0
16665,Apartment,3,3,1.0,22,22,1100,11,Unfurnished,Yes,Delhi,North,Rohini,754000,6.1,2.3,0.1,9.2,30.7,11191,47.2,81.5,21369000.0
16666,Apartment,1,1,,29,29,626,4,Semi Furnished,Yes,Mumbai,East,Bandra,227073,8.1,0.9,4.7,3.7,24.7,19126,29.8,71.7,18744000.0
16667,Apartment,4,5,1.0,13,16,1356,5,Unfurnished,Yes,Pune,West,Kothrud,503971,3.1,1.1,1.7,0.5,34.0,6438,48.4,61.2,14366000.0
16668,Penthouse,4,4,1.0,10,30,1262,10,Semi Furnished,Yes,Jaipur,West,Malviya Nagar,771045,3.2,2.2,5.0,5.1,17.9,7261,35.0,59.7,14044000.0
16669,Plot,4,4,,10,23,1401,15,Semi Furnished,Yes,Kolkata,South,Salt Lake,338800,3.2,0.4,0.3,0.2,25.8,23325,36.9,36.5,6685000.0
16670,Apartment,4,3,1.0,25,33,1232,0,Fully Furnished,Yes,Bangalore,North,Indiranagar,380724,1.5,2.0,0.3,3.5,33.2,4322,9.1,67.7,28590000.0
16671,Apartment,3,4,2.0,19,30,1199,3,Unfurnished,Yes,Chennai,South,Nungambakkam,223169,5.5,0.1,0.1,2.1,38.8,7691,28.9,45.2,15092000.0
16672,Villa,3,2,3.0,13,19,1201,13,Fully Furnished,Yes,Bangalore,West,Whitefield,584406,6.9,1.9,1.1,3.3,28.7,2502,29.2,50.9,26389000.0
16673,Apartment,2,1,1.0,19,27,891,2,Fully Furnished,Yes,Noida,South,Sector 62,399294,3.3,4.2,5.7,6.2,34.0,5171,58.5,60.0,9390000.0
16674,Penthouse,2,1,1.0,14,35,801,2,Semi Furnished,Yes,Kolkata,West,New Town,305523,6.7,2.0,3.4,2.0,24.8,22126,23.3,59.5,14709000.0
16675,Independent House,2,3,1.0,13,40,943,4,Semi Furnished,Yes,Pune,West,Hinjewadi,315161,3.8,0.7,6.8,1.1,24.8,5969,0.0,66.7,13795000.0
16676,Apartment,2,2,2.0,0,1,603,9,Semi Furnished,No,Bangalore,West,HSR Layout,980540,6.4,2.4,1.4,14.9,6.0,4343,46.7,32.6,6401000.0
16677,Apartment,3,4,1.0,1,7,1149,7,Semi Furnished,Yes,Pune,North,Kothrud,436861,1.7,7.7,0.5,2.3,21.0,7792,43.6,42.1,11557000.0
16678,Independent House,2,1,3.0,1,34,1003,23,Semi Furnished,Yes,Bangalore,South,Indiranagar,141672,8.2,2.8,,5.8,13.4,5522,49.3,52.1,11701000.0
16679,Apartment,2,2,1.0,3,11,924,0,Semi Furnished,No,Mumbai,East,Navi Mumbai,447214,10.2,1.3,0.3,0.1,11.5,22166,80.5,39.0,22137000.0
16680,Villa,3,3,0.0,9,10,1099,5,Semi Furnished,No,Bangalore,South,Koramangala,391698,0.2,0.2,3.9,16.7,43.2,3466,97.3,42.0,18624000.0
16681,Apartment,1,1,2.0,6,18,554,3,Unfurnished,Yes,Noida,North,Sector 18,880118,1.0,1.3,2.0,5.6,24.5,4981,35.2,45.8,5324000.0
16682,Apartment,2,2,0.0,4,38,1097,3,Unfurnished,No,Pune,North,Wakad,927321,2.5,0.4,1.9,13.5,18.5,7177,26.4,59.7,11162000.0
16683,Villa,3,3,1.0,4,8,1116,13,Unfurnished,Yes,Mumbai,Central,Juhu,164226,1.6,2.5,5.8,5.9,11.9,20324,42.5,72.7,32649000.0
16684,Apartment,2,3,1.0,11,11,883,12,Semi Furnished,Yes,Jaipur,East,Jagatpura,747064,2.7,0.8,0.2,0.1,50.3,8011,35.8,44.2,6157000.0
16685,Apartment,5,5,1.0,24,34,1608,22,Fully Furnished,No,Delhi,East,Vasant Kunj,671551,0.3,2.9,3.8,5.0,33.5,11780,36.0,59.9,23791000.0
16686,Apartment,3,4,3.0,12,32,1073,14,Unfurnished,Yes,Delhi,Central,Vasant Kunj,147534,6.3,4.0,1.0,15.1,11.3,9534,12.1,86.1,19617000.0
16687,Villa,3,3,1.0,3,26,950,0,Unfurnished,Yes,Delhi,Central,Pitampura,270682,5.1,1.6,2.5,0.9,30.4,12668,7.2,62.2,26672000.0
16688,Independent House,2,3,1.0,5,31,852,3,Semi Furnished,Yes,Chennai,South,Adyar,985970,6.4,0.1,,1.4,26.9,7964,73.7,45.3,10477000.0
16689,Apartment,3,3,0.0,10,12,1142,2,Semi Furnished,Yes,Chennai,South,Adyar,385411,2.6,1.4,7.9,2.2,21.5,5830,50.6,68.3,12953000.0
16690,Independent House,3,3,1.0,24,27,1066,0,Unfurnished,Yes,Hyderabad,South,Gachibowli,945060,6.2,1.2,15.1,4.0,33.8,3718,74.6,61.2,16616000.0
16691,Apartment,5,4,2.0,23,23,1442,10,Semi Furnished,Yes,Kolkata,North,Rajarhat,488374,4.9,0.2,15.7,0.5,22.2,25109,30.8,60.4,12258000.0
16692,Apartment,3,3,1.0,3,33,1169,3,Fully Furnished,Yes,Bangalore,West,HSR Layout,481393,1.2,1.5,0.8,2.3,26.4,4614,74.3,68.6,17695000.0
16693,Independent House,3,3,2.0,0,1,1147,7,Semi Furnished,Yes,Ahmedabad,South,Maninagar,789125,7.3,1.5,2.4,1.1,14.2,7808,51.7,43.9,9792000.0
16694,Villa,2,1,3.0,0,2,1018,16,Semi Furnished,No,Delhi,East,Saket,944229,0.7,0.9,1.4,4.1,21.5,12472,41.3,62.5,21030000.0
16695,Apartment,3,3,1.0,16,22,1139,0,Semi Furnished,No,Ahmedabad,South,Maninagar,172717,1.1,4.5,3.0,6.8,40.5,5292,64.2,74.6,10912000.0
16696,Apartment,2,2,2.0,22,33,745,0,Fully Furnished,Yes,Pune,West,Viman Nagar,714288,1.1,2.8,12.0,6.8,32.0,5029,66.5,61.9,8681000.0
16697,Apartment,2,2,2.0,6,23,1002,4,Semi Furnished,Yes,Kolkata,South,New Town,703415,3.9,1.1,0.2,1.9,25.2,25720,40.1,61.6,10049000.0
16698,Independent House,3,3,2.0,8,15,1254,0,Unfurnished,No,Hyderabad,North,Jubilee Hills,820580,3.5,0.9,0.9,1.2,14.4,1363,72.7,81.5,22941000.0
16699,Apartment,2,2,3.0,2,28,789,8,Semi Furnished,Yes,Pune,West,Baner,617284,3.3,1.4,1.3,2.0,21.8,5993,52.6,75.0,8149000.0
16700,Apartment,3,3,2.0,11,25,1191,7,Semi Furnished,No,Mumbai,North,Borivali,950710,0.5,2.9,9.8,10.4,24.3,22662,14.9,58.2,27207000.0
16701,Apartment,4,4,0.0,2,2,1514,8,Fully Furnished,Yes,Jaipur,North,Malviya Nagar,660318,2.3,3.8,0.6,2.9,28.4,6419,22.1,61.3,11785000.0
16702,Apartment,3,3,0.0,4,11,1281,3,Fully Furnished,Yes,Mumbai,North,Bandra,551545,,1.0,3.3,12.0,30.5,22766,70.3,36.4,30457000.0
16703,Independent House,2,2,0.0,2,6,1006,9,Fully Furnished,Yes,Mumbai,East,Borivali,493189,1.1,3.5,2.5,3.7,39.1,20291,65.4,100.0,33520000.0
16704,Apartment,2,1,1.0,16,32,924,1,Semi Furnished,Yes,Chennai,Central,OMR,338384,8.8,2.5,6.4,7.3,23.9,6178,52.5,67.7,10577000.0
16705,Apartment,3,3,1.0,14,18,1145,7,Unfurnished,Yes,Kolkata,Central,Salt Lake,672601,1.0,2.3,0.5,17.0,16.5,25855,12.5,47.2,10804000.0
16706,Apartment,3,3,2.0,0,2,1101,6,Fully Furnished,No,Mumbai,Central,Juhu,458239,0.4,1.4,5.5,0.1,19.2,20204,25.1,97.1,27280000.0
16707,Apartment,2,3,2.0,21,31,848,0,Semi Furnished,Yes,Noida,East,Sector 62,560087,0.2,5.1,6.6,3.3,6.5,5802,54.5,56.3,9235000.0
16708,Apartment,3,3,3.0,9,30,1047,2,Fully Furnished,Yes,Noida,East,Sector 62,507682,15.3,0.6,12.4,1.8,19.9,5208,,27.3,8279000.0
16709,Apartment,3,3,2.0,4,17,1187,10,Fully Furnished,Yes,Pune,North,Hinjewadi,531090,8.1,4.6,0.1,2.8,24.0,7113,87.2,50.4,11633000.0
16710,Apartment,2,2,3.0,0,1,885,13,Fully Furnished,Yes,Hyderabad,Central,Madhapur,651476,5.2,1.9,1.3,13.3,17.7,2453,42.2,48.8,8854000.0
16711,Independent House,3,3,1.0,2,3,1116,3,Semi Furnished,Yes,Kolkata,Central,Salt Lake,431955,0.2,0.8,1.7,1.2,7.6,25349,52.6,76.6,12851000.0
16712,Independent House,4,4,2.0,1,11,1388,0,Fully Furnished,Yes,Bangalore,South,HSR Layout,331546,3.4,0.5,3.0,7.9,3.1,5551,32.2,53.1,27870000.0
16713,Apartment,1,1,1.0,38,38,738,22,Unfurnished,No,Hyderabad,West,Banjara Hills,631832,3.7,0.7,0.2,4.1,1.0,2658,49.8,55.5,8586000.0
16714,Apartment,3,3,2.0,1,1,1205,0,Fully Furnished,Yes,Jaipur,South,Mansarovar,858209,4.6,0.9,0.9,5.5,18.2,4838,38.1,41.1,9002000.0
16715,Apartment,3,3,2.0,14,17,990,6,Fully Furnished,Yes,Noida,Central,Sector 62,816420,,2.2,0.1,3.1,24.3,3985,48.2,76.0,13339000.0
16716,Apartment,3,3,1.0,5,5,1345,10,Semi Furnished,No,Noida,North,Greater Noida,847520,8.5,2.6,6.4,4.6,34.2,5094,13.4,56.5,10908000.0
16717,Plot,3,3,1.0,15,24,1240,4,Fully Furnished,Yes,Delhi,North,Pitampura,527147,5.6,1.8,0.1,16.4,5.4,9487,75.5,43.0,14906000.0
16718,Penthouse,4,4,1.0,8,34,1360,3,Unfurnished,Yes,Delhi,South,Rohini,596334,2.6,1.3,2.7,7.2,37.5,9273,57.0,58.2,42057000.0
16719,Villa,3,3,2.0,1,8,1150,5,Semi Furnished,Yes,Delhi,West,Saket,836428,0.5,0.1,0.2,3.6,51.4,11159,75.0,42.4,26376000.0
16720,Apartment,3,3,2.0,3,16,1141,2,Semi Furnished,Yes,Hyderabad,East,Banjara Hills,972539,3.3,4.2,4.8,3.4,40.4,3787,22.3,54.6,12650000.0
16721,Villa,3,3,2.0,3,13,1066,0,Semi Furnished,Yes,Bangalore,Central,Whitefield,271417,1.6,0.7,3.2,2.7,56.4,3260,33.1,65.6,23190000.0
16722,Apartment,4,4,2.0,13,14,1369,14,Unfurnished,Yes,Bangalore,Central,Electronic City,290640,4.5,1.3,2.1,0.3,19.2,3451,30.9,67.1,17863000.0
16723,Villa,4,5,1.0,11,29,1319,3,Semi Furnished,Yes,Pune,Central,Hinjewadi,341683,1.7,1.4,5.8,1.5,39.9,5525,51.5,62.5,19303000.0
16724,Apartment,4,4,3.0,4,5,1473,15,Semi Furnished,Yes,Ahmedabad,East,Prahlad Nagar,769448,2.1,0.2,7.3,13.2,30.7,4367,59.3,50.7,7169000.0
16725,Apartment,2,2,2.0,19,21,767,2,Semi Furnished,Yes,Kolkata,North,Behala,630019,6.8,1.2,9.8,18.9,25.5,25437,42.5,47.5,6070000.0
16726,Apartment,2,1,2.0,1,5,847,1,Fully Furnished,Yes,Ahmedabad,West,SG Highway,827192,18.3,0.3,3.8,7.0,28.3,6339,51.9,54.7,6040000.0
16727,Apartment,3,3,3.0,33,35,1070,35,Fully Furnished,Yes,Mumbai,North,Worli,738944,1.4,2.8,15.5,1.5,53.8,22082,40.5,60.8,23100000.0
16728,Villa,1,1,1.0,10,23,791,10,Semi Furnished,Yes,Mumbai,East,Worli,124943,3.6,0.3,2.7,3.7,21.5,19799,59.9,,32044000.0
16729,Independent House,3,3,1.0,1,24,1213,10,Semi Furnished,No,Ahmedabad,North,Maninagar,525493,4.7,2.2,1.3,5.2,52.3,7742,63.0,82.9,10859000.0
16730,Independent House,2,2,2.0,18,33,940,5,Unfurnished,Yes,Chennai,North,Porur,383834,1.5,0.6,5.5,2.7,23.7,8739,55.5,77.9,14005000.0
16731,Penthouse,3,3,2.0,8,13,1237,1,Fully Furnished,No,Chennai,South,Porur,198312,0.9,4.2,1.4,0.1,35.3,7361,39.9,78.9,32898000.0
16732,Apartment,3,3,1.0,12,37,1153,0,Fully Furnished,Yes,Mumbai,East,Bandra,795411,1.2,1.7,24.0,1.0,28.1,22492,49.4,46.6,27168000.0
16733,Apartment,3,3,,3,6,1137,1,Semi Furnished,Yes,Delhi,South,Rohini,861409,1.6,0.4,3.9,4.4,1.0,12165,49.0,50.9,16631000.0
16734,Apartment,2,2,0.0,16,32,889,16,Unfurnished,Yes,Pune,East,Hinjewadi,344869,5.5,0.4,1.3,6.8,18.1,5368,58.4,38.7,7881000.0
16735,Independent House,4,5,2.0,8,15,1362,21,Fully Furnished,No,Jaipur,Central,Vaishali Nagar,917844,1.9,0.1,3.5,2.9,21.8,7721,31.5,54.8,8972000.0
16736,Apartment,4,4,1.0,1,4,1455,4,Fully Furnished,Yes,Jaipur,South,Mansarovar,401876,2.5,2.1,8.9,2.3,16.3,8220,11.7,61.5,10438000.0
16737,Apartment,3,3,3.0,16,24,1226,6,Unfurnished,Yes,Hyderabad,East,Jubilee Hills,620950,,2.3,7.3,5.3,12.4,1847,54.2,57.2,12753000.0
16738,Apartment,3,3,2.0,19,28,1204,17,Unfurnished,Yes,Chennai,Central,Velachery,334574,0.5,4.4,0.3,1.3,28.2,6099,,75.9,13262000.0
16739,Penthouse,3,3,3.0,23,33,1114,1,Fully Furnished,Yes,Ahmedabad,West,Satellite,265656,0.8,3.9,2.1,3.5,19.1,6088,51.4,59.5,21735000.0
16740,Plot,2,3,1.0,3,3,854,11,Semi Furnished,Yes,Chennai,Central,Anna Nagar,784666,1.0,7.1,1.7,12.0,7.7,6442,51.4,45.7,5749000.0
16741,Apartment,2,3,3.0,1,1,1078,28,Semi Furnished,Yes,Hyderabad,West,HITEC City,891232,7.9,3.9,7.1,15.7,33.7,3856,30.1,72.2,8863000.0
16742,Plot,4,4,3.0,5,7,1370,30,Fully Furnished,No,Jaipur,Central,Jagatpura,986685,2.6,3.5,9.8,17.1,36.3,6508,45.7,69.1,5071000.0
16743,Apartment,3,3,1.0,8,15,1262,16,Unfurnished,Yes,Ahmedabad,West,SG Highway,457430,2.8,3.2,10.2,0.1,34.2,8179,56.1,62.1,6399000.0
16744,Apartment,3,4,1.0,8,21,1118,6,Semi Furnished,Yes,Jaipur,North,Vaishali Nagar,335359,10.1,4.4,6.3,10.0,16.2,7479,39.5,65.4,7528000.0
16745,Independent House,2,1,1.0,1,1,870,6,Fully Furnished,Yes,Delhi,South,Lajpat Nagar,586226,1.0,0.1,4.7,2.8,9.9,11110,39.2,35.7,15726000.0
16746,Apartment,4,4,1.0,7,10,1434,8,Semi Furnished,No,Chennai,North,Porur,903455,2.6,7.2,,6.3,25.7,9021,56.2,30.0,13416000.0
16747,Apartment,2,2,2.0,5,13,1022,24,Fully Furnished,No,Jaipur,South,Mansarovar,402188,5.6,1.0,0.4,1.7,29.2,6692,37.0,62.4,5849000.0
16748,Plot,3,3,1.0,6,13,1180,10,Fully Furnished,Yes,Mumbai,West,Thane,483596,1.9,0.1,3.8,2.9,51.1,21351,53.9,65.6,19603000.0
16749,Villa,4,4,2.0,1,20,1352,3,Semi Furnished,Yes,Ahmedabad,South,Bopal,440573,2.9,5.0,3.0,0.4,20.8,7238,24.6,66.4,17469000.0
16750,Penthouse,3,3,1.0,1,4,1342,2,Fully Furnished,Yes,Delhi,West,Lajpat Nagar,985158,2.3,2.4,0.9,0.2,33.9,10222,60.4,35.6,43662000.0
16751,Apartment,3,3,1.0,7,31,1168,0,Fully Furnished,Yes,Ahmedabad,East,Prahlad Nagar,744675,0.1,1.5,5.8,0.1,28.2,5921,29.2,52.2,8962000.0
16752,Apartment,3,3,2.0,6,16,1131,10,Fully Furnished,No,Pune,West,Viman Nagar,396384,0.8,2.9,2.8,4.7,33.2,6476,23.0,46.3,10279000.0
16753,Apartment,3,4,0.0,4,12,1199,12,Semi Furnished,Yes,Delhi,East,Dwarka,153868,7.3,0.2,3.2,5.3,43.2,11316,67.5,63.8,17327000.0
16754,Plot,1,1,2.0,1,3,566,4,Semi Furnished,Yes,Hyderabad,East,Jubilee Hills,106438,0.1,2.6,,3.1,35.2,3506,46.9,64.2,4592000.0
16755,Apartment,2,2,1.0,9,19,964,0,Fully Furnished,Yes,Kolkata,South,New Town,698143,1.7,0.8,0.3,4.0,40.1,23480,43.9,47.1,9339000.0
16756,Apartment,3,3,2.0,2,37,1066,2,Fully Furnished,Yes,Pune,Central,Hadapsar,636282,19.1,1.7,3.5,0.1,36.1,4526,47.5,31.2,10579000.0
16757,Apartment,5,4,2.0,5,16,1702,6,Unfurnished,Yes,Bangalore,North,Indiranagar,957726,1.7,2.3,4.6,2.6,20.4,2641,75.2,48.8,17776000.0
16758,Independent House,3,3,2.0,2,33,1277,20,Fully Furnished,No,Jaipur,Central,Vaishali Nagar,310664,0.1,2.0,4.5,10.0,31.9,6922,25.3,59.7,8397000.0
